"Date","Price","Open","High","Low","Vol.","Change %"
"07/10/2026","3.44","3.64","4.13","3.29","","-12.91%"
"07/09/2026","3.95","4.81","5.19","3.85","","-25.05%"
"07/08/2026","5.27","5.95","7.34","4.82","","15.82%"
"07/07/2026","4.55","4.37","5.34","3.97","","14.04%"
"07/06/2026","3.99","4.51","4.85","3.93","","-24.14%"
"07/02/2026","5.26","5.55","6.64","4.96","","-11.74%"
"07/01/2026","5.96","6.40","6.76","5.34","","2.94%"
"06/30/2026","5.79","7.47","7.56","5.54","","-23.41%"
"06/29/2026","7.56","9.01","10.63","7.35","","-21.17%"
"06/26/2026","9.59","12.06","12.68","7.16","","-5.61%"
"06/25/2026","10.16","9.15","11.87","9.09","","-2.68%"
"06/24/2026","10.44","12.30","14.03","10.32","","-12.27%"
"06/23/2026","11.90","12.22","12.62","10.98","","47.28%"
"06/22/2026","8.08","6.79","8.54","6.56","","0.75%"
"06/18/2026","8.02","8.60","9.72","7.79","","-32.21%"
"06/17/2026","11.83","8.91","12.73","8.74","","25.85%"
"06/16/2026","9.40","7.88","9.40","7.81","","16.63%"
"06/15/2026","8.06","8.10","8.82","7.64","","-24.95%"
"06/12/2026","10.74","12.77","13.60","10.56","","-18.51%"
"06/11/2026","13.18","16.65","18.75","11.19","","-25.96%"
"06/10/2026","17.80","14.99","18.22","13.78","","30.40%"
"06/09/2026","13.65","10.29","19.65","9.88","","14.04%"
"06/08/2026","11.97","10.57","12.48","10.12","","-17.56%"
"06/05/2026","14.52","7.68","14.60","7.44","","110.13%"
"06/04/2026","6.91","7.47","7.47","6.42","","9.34%"
"06/03/2026","6.32","6.17","6.98","5.96","","7.85%"
"06/02/2026","5.86","6.23","6.28","5.66","","-2.66%"
"06/01/2026","6.02","7.15","7.17","5.46","","-4.90%"
"05/29/2026","6.33","7.76","7.76","6.31","","-22.24%"
"05/28/2026","8.14","8.85","9.18","7.56","","-9.56%"
"05/27/2026","9.00","9.79","10.16","8.99","","-11.42%"
"05/26/2026","10.16","10.28","10.63","9.77","","-6.96%"
"05/22/2026","10.92","10.54","11.59","10.36","","0.92%"
"05/21/2026","10.82","11.79","12.22","10.55","","0.28%"
"05/20/2026","10.79","12.16","12.31","10.52","","-12.35%"
"05/19/2026","12.31","11.29","12.90","10.89","","12.22%"
"05/18/2026","10.97","11.16","12.53","10.07","","1.29%"
"05/15/2026","10.83","10.62","11.13","9.64","","26.52%"
"05/14/2026","8.56","9.27","9.31","8.06","","-9.32%"
"05/13/2026","9.44","10.43","10.88","9.38","","-10.52%"
"05/12/2026","10.55","11.41","12.48","10.38","","-0.94%"
"05/11/2026","10.65","11.68","11.68","9.58","","5.65%"
"05/08/2026","10.08","10.64","11.41","9.97","","-7.52%"
"05/07/2026","10.90","11.01","12.09","10.04","","-4.47%"
"05/06/2026","11.41","10.71","11.58","10.28","","-4.60%"
"05/05/2026","11.96","12.27","12.55","11.29","","-15.60%"
"05/04/2026","14.17","13.91","15.30","11.18","","16.82%"
"05/01/2026","12.13","10.86","12.38","10.29","","14.11%"
"04/30/2026","10.63","12.38","13.53","10.58","","-5.76%"
"04/29/2026","11.28","11.25","11.78","9.64","","10.81%"
"04/28/2026","10.18","11.09","11.38","10.06","","10.65%"
"04/27/2026","9.20","12.31","12.31","9.20","","-17.64%"
"04/24/2026","11.17","12.04","12.42","10.14","","-11.91%"
"04/23/2026","12.68","12.18","16.68","11.39","","9.97%"
"04/22/2026","11.53","12.09","12.54","11.11","","-9.57%"
"04/21/2026","12.75","13.15","15.45","6.11","","2.25%"
"04/20/2026","12.47","13.05","14.38","11.68","","15.04%"
"04/17/2026","10.84","10.12","11.64","9.14","","-0.91%"
"04/16/2026","10.94","11.17","12.97","10.67","","-1.00%"
"04/15/2026","11.05","10.75","11.80","9.80","","-4.58%"
"04/14/2026","11.58","11.59","12.05","10.69","","-6.54%"
"04/13/2026","12.39","16.35","16.35","12.14","","-8.76%"
"04/10/2026","13.58","13.32","14.88","12.55","","-4.70%"
"04/09/2026","14.25","16.98","17.23","13.73","","-17.49%"
"04/08/2026","17.27","15.12","19.60","15.02","","-32.80%"
"04/07/2026","25.70","26.10","30.78","25.67","","6.73%"
"04/06/2026","24.08","27.06","27.06","22.35","","-3.68%"
"04/02/2026","25.00","30.68","31.21","24.91","","-4.14%"
"04/01/2026","26.08","26.33","27.86","23.81","","-7.22%"
"03/31/2026","28.11","32.39","34.38","27.84","","-25.63%"
"03/30/2026","37.80","38.73","39.13","35.60","","-9.31%"
"03/27/2026","41.68","40.28","42.99","37.48","","15.17%"
"03/26/2026","36.19","36.63","47.77","21.95","","4.11%"
"03/25/2026","34.76","34.93","38.29","34.17","","-7.28%"
"03/24/2026","37.49","40.05","41.06","35.46","","-0.32%"
"03/23/2026","37.61","40.27","40.33","31.77","","-2.82%"
"03/20/2026","38.70","34.65","44.67","34.17","","17.17%"
"03/19/2026","33.03","39.45","39.66","31.77","","-7.69%"
"03/18/2026","35.78","31.00","35.99","30.12","","21.29%"
"03/17/2026","29.50","26.67","30.79","26.67","","-0.20%"
"03/16/2026","29.56","33.61","33.61","28.14","","-20.56%"
"03/13/2026","37.21","30.74","37.74","29.66","","4.76%"
"03/12/2026","35.52","32.56","35.96","31.07","","21.73%"
"03/11/2026","29.18","28.68","31.93","25.53","","0.72%"
"03/10/2026","28.97","26.42","31.10","22.63","","4.10%"
"03/09/2026","27.83","36.06","36.06","25.01","","-10.02%"
"03/06/2026","30.93","30.37","32.15","25.64","","34.65%"
"03/05/2026","22.97","20.12","27.31","18.30","","27.97%"
"03/04/2026","17.95","20.33","22.10","16.71","","-19.72%"
"03/03/2026","22.36","23.54","29.12","19.60","","25.06%"
"03/02/2026","17.88","23.67","23.67","15.70","","19.12%"
"02/27/2026","15.01","18.46","18.83","14.80","","9.01%"
"02/26/2026","13.77","11.45","16.72","11.31","","28.33%"
"02/25/2026","10.73","12.22","13.13","10.65","","-25.90%"
"02/24/2026","14.48","18.33","18.98","13.72","","-15.57%"
"02/23/2026","17.15","16.44","19.36","14.28","","23.03%"
"02/20/2026","13.94","18.38","18.38","13.70","","-15.41%"
"02/19/2026","16.48","16.80","18.07","15.87","","7.57%"
"02/18/2026","15.32","16.05","16.67","13.66","","-5.61%"
"02/17/2026","16.23","18.98","20.16","15.16","","0.93%"
"02/13/2026","16.08","15.63","18.58","13.21","","1.52%"
"02/12/2026","15.84","10.70","16.58","10.03","","33.22%"
"02/11/2026","11.89","10.61","14.22","10.53","","-5.33%"
"02/10/2026","12.56","10.96","12.92","10.64","","12.95%"
"02/09/2026","11.12","15.60","15.60","10.28","","-6.24%"
"02/06/2026","11.86","15.08","15.47","10.96","","-31.72%"
"02/05/2026","17.37","17.36","19.24","14.55","","46.21%"
"02/04/2026","11.88","11.21","15.78","10.92","","9.90%"
"02/03/2026","10.81","8.92","14.95","8.65","","23.26%"
"02/02/2026","8.77","12.12","12.12","8.24","","-18.72%"
"01/30/2026","10.79","10.39","12.52","8.89","","25.03%"
"01/29/2026","8.63","8.88","13.21","8.39","","17.57%"
"01/28/2026","7.34","7.58","8.58","7.02","","-5.05%"
"01/27/2026","7.73","7.77","7.82","6.88","","2.25%"
"01/26/2026","7.56","8.88","8.88","6.97","","-9.24%"
"01/23/2026","8.33","8.34","8.89","7.17","","-2.69%"
"01/22/2026","8.56","8.77","9.79","7.84","","-17.13%"
"01/21/2026","10.33","13.13","14.01","9.51","","-26.89%"
"01/20/2026","14.13","17.02","17.02","11.97","","64.69%"
"01/16/2026","8.58","7.72","9.00","7.59","","2.51%"
"01/15/2026","8.37","8.09","8.51","7.39","","-14.15%"
"01/14/2026","9.75","10.12","12.10","9.34","","10.92%"
"01/13/2026","8.79","7.66","9.47","7.55","","14.75%"
"01/12/2026","7.66","9.59","9.59","7.41","","12.81%"
"01/09/2026","6.79","8.19","8.59","6.75","","-19.17%"
"01/08/2026","8.40","9.21","9.39","8.10","","-6.77%"
"01/07/2026","9.01","8.67","9.34","8.15","","8.03%"
"01/06/2026","8.34","8.74","8.85","8.09","","-4.69%"
"01/05/2026","8.75","9.69","9.73","8.57","","-11.44%"
"01/02/2026","9.88","10.48","11.01","9.54","","-20.32%"
"12/31/2025","12.40","11.49","13.17","11.37","","4.91%"
"12/30/2025","11.82","11.64","11.95","10.74","","6.20%"
"12/29/2025","11.13","12.46","12.46","10.34","","8.06%"
"12/26/2025","10.30","11.10","11.67","9.99","","-16.26%"
"12/24/2025","12.30","12.98","12.98","11.90","","-3.53%"
"12/23/2025","12.75","12.73","12.83","11.83","","5.99%"
"12/22/2025","12.03","14.12","14.12","11.68","","-12.51%"
"12/19/2025","13.75","16.25","16.34","13.72","","-24.45%"
"12/18/2025","18.20","17.62","19.60","16.09","","-6.47%"
"12/17/2025","19.46","16.58","20.69","16.08","","14.54%"
"12/16/2025","16.99","17.13","19.67","16.22","","4.88%"
"12/15/2025","16.20","14.65","16.91","13.88","","16.88%"
"12/12/2025","13.86","12.04","17.84","11.76","","20.00%"
"12/11/2025","11.55","14.39","15.14","11.38","","-15.51%"
"12/10/2025","13.67","17.48","17.95","13.09","","-17.40%"
"12/09/2025","16.55","16.22","16.69","15.51","","7.75%"
"12/08/2025","15.36","16.30","16.30","14.19","","13.44%"
"12/05/2025","13.54","13.42","14.69","13.08","","-3.56%"
"12/04/2025","14.04","14.38","15.70","13.84","","-4.49%"
"12/03/2025","14.70","16.81","16.94","14.53","","-12.08%"
"12/02/2025","16.72","16.20","18.02","15.56","","-2.62%"
"12/01/2025","17.17","19.13","19.13","15.54","","14.70%"
"11/28/2025","14.97","14.96","58.79","14.14","","-3.61%"
"11/26/2025","15.53","14.99","15.70","14.37","","-1.46%"
"11/25/2025","15.76","19.76","21.74","15.44","","-24.34%"
"11/24/2025","20.83","25.87","25.87","20.33","","-15.05%"
"11/21/2025","24.52","26.92","30.66","22.92","","-12.43%"
"11/20/2025","28.00","16.92","31.72","16.35","","24.39%"
"11/19/2025","22.51","23.87","24.12","18.77","","-8.79%"
"11/18/2025","24.68","23.94","26.44","20.44","","13.94%"
"11/17/2025","21.66","22.88","23.89","17.23","","25.06%"
"11/14/2025","17.32","20.61","22.27","16.08","","4.02%"
"11/13/2025","16.65","14.48","19.33","14.33","","25.00%"
"11/12/2025","13.32","12.88","14.00","12.73","","4.31%"
"11/11/2025","12.77","12.72","13.59","12.67","","3.74%"
"11/10/2025","12.31","16.90","16.90","12.03","","-17.99%"
"11/07/2025","15.01","18.38","22.11","15.01","","-7.91%"
"11/06/2025","16.30","14.87","18.34","14.31","","11.80%"
"11/05/2025","14.58","16.76","17.21","12.59","","-10.39%"
"11/04/2025","16.27","15.83","16.97","14.39","","36.61%"
"11/03/2025","11.91","13.06","14.52","11.09","","-4.95%"
"10/31/2025","12.53","11.14","14.99","11.12","","14.12%"
"10/30/2025","10.98","9.19","11.96","9.04","","45.24%"
"10/29/2025","7.56","7.56","9.16","6.67","","-2.95%"
"10/28/2025","7.79","7.04","8.04","6.67","","5.27%"
"10/27/2025","7.40","7.51","8.07","7.03","","-4.02%"
"10/24/2025","7.71","7.73","8.52","7.23","","-14.43%"
"10/23/2025","9.01","10.93","11.23","8.39","","-11.84%"
"10/22/2025","10.22","10.00","16.73","9.43","","9.30%"
"10/21/2025","9.35","9.88","10.49","8.33","","2.19%"
"10/20/2025","9.15","11.34","11.38","8.92","","-29.72%"
"10/17/2025","13.02","17.75","19.15","12.83","","-33.16%"
"10/16/2025","19.48","12.40","19.53","12.31","","45.37%"
"10/15/2025","13.40","11.98","16.51","11.02","","-4.35%"
"10/14/2025","14.01","15.12","17.43","11.26","","25.65%"
"10/13/2025","11.15","12.49","14.09","10.66","","-23.47%"
"10/10/2025","14.57","7.62","16.40","1.04","","85.84%"
"10/09/2025","7.84","7.59","8.66","7.31","","1.16%"
"10/08/2025","7.75","9.58","9.82","7.61","","-17.20%"
"10/07/2025","9.36","7.54","9.87","7.34","","25.98%"
"10/06/2025","7.43","8.57","8.57","7.15","","-19.41%"
"10/03/2025","9.22","8.85","9.95","8.59","","-1.71%"
"10/02/2025","9.38","8.15","9.79","7.90","","2.63%"
"10/01/2025","9.14","10.29","10.55","8.57","","-6.92%"
"09/30/2025","9.82","10.70","11.07","9.34","","-6.21%"
"09/29/2025","10.47","10.26","10.78","9.83","","-1.13%"
"09/26/2025","10.59","12.61","13.66","10.59","","-21.38%"
"09/25/2025","13.47","14.51","15.81","13.25","","0.67%"
"09/24/2025","13.38","13.56","15.30","13.38","","-4.97%"
"09/23/2025","14.08","12.57","14.93","12.50","","12.19%"
"09/22/2025","12.55","13.31","13.78","11.76","","-5.57%"
"09/19/2025","13.29","12.83","14.67","12.61","","-1.48%"
"09/18/2025","13.49","13.37","14.07","12.70","","-4.33%"
"09/17/2025","14.10","14.69","16.30","13.25","","-4.47%"
"09/16/2025","14.76","13.72","14.86","13.72","","8.45%"
"09/15/2025","13.61","12.19","13.65","12.06","","10.11%"
"09/12/2025","12.36","12.40","12.93","11.78","","-4.78%"
"09/11/2025","12.98","12.02","13.48","11.83","","-2.11%"
"09/10/2025","13.26","13.99","14.15","12.27","","-8.17%"
"09/09/2025","14.44","15.73","16.66","14.36","","-2.56%"
"09/08/2025","14.82","14.90","15.62","14.32","","-3.07%"
"09/05/2025","15.29","14.09","18.77","13.85","","-3.17%"
"09/04/2025","15.79","16.98","17.35","15.79","","-9.77%"
"09/03/2025","17.50","19.00","19.47","17.50","","-1.96%"
"09/02/2025","17.85","20.66","22.59","17.76","","24.22%"
"08/29/2025","14.37","12.42","15.53","12.17","","14.41%"
"08/28/2025","12.56","10.81","12.59","10.59","","23.26%"
"08/27/2025","10.19","9.98","10.79","9.44","","9.57%"
"08/26/2025","9.30","11.02","11.08","9.30","","-6.91%"
"08/25/2025","9.99","10.44","10.70","9.02","","4.50%"
"08/22/2025","9.56","14.43","14.62","9.40","","-38.64%"
"08/21/2025","15.58","14.61","16.56","13.92","","18.39%"
"08/20/2025","13.16","12.25","15.41","12.25","","8.85%"
"08/19/2025","12.09","11.37","12.93","10.69","","7.09%"
"08/18/2025","11.29","10.99","12.03","10.84","","10.47%"
"08/15/2025","10.22","9.14","10.42","9.14","","3.44%"
"08/14/2025","9.88","10.08","10.85","9.32","","6.93%"
"08/13/2025","9.24","10.36","10.94","8.94","","-14.13%"
"08/12/2025","10.76","11.71","12.45","10.42","","-17.67%"
"08/11/2025","13.07","11.53","13.48","11.40","","19.58%"
"08/08/2025","10.93","12.36","13.15","10.93","","-19.93%"
"08/07/2025","13.65","12.97","15.76","12.64","","-4.68%"
"08/06/2025","14.32","17.31","17.50","13.85","","-11.22%"
"08/05/2025","16.13","14.40","17.45","13.70","","19.22%"
"08/04/2025","13.53","16.09","16.43","13.53","","-32.69%"
"08/01/2025","20.10","17.23","22.96","17.04","","70.48%"
"07/31/2025","11.79","9.55","12.56","9.03","","33.37%"
"07/30/2025","8.84","10.56","12.48","8.84","","-17.31%"
"07/29/2025","10.69","9.36","10.88","9.14","","12.05%"
"07/28/2025","9.54","10.08","10.80","9.54","","-11.83%"
"07/25/2025","10.82","10.99","11.60","10.82","","-8.38%"
"07/24/2025","11.81","10.87","11.95","10.76","","7.56%"
"07/23/2025","10.98","12.58","12.75","10.74","","-15.15%"
"07/22/2025","12.94","14.15","14.72","12.75","","-4.36%"
"07/21/2025","13.53","12.70","13.78","12.68","","4.72%"
"07/18/2025","12.92","12.25","13.59","12.08","","2.62%"
"07/17/2025","12.59","14.34","14.40","12.59","","-13.11%"
"07/16/2025","14.49","13.90","18.54","13.84","","-1.63%"
"07/15/2025","14.73","12.52","14.78","12.51","","5.06%"
"07/14/2025","14.02","13.30","14.08","13.04","","15.77%"
"07/11/2025","12.11","12.20","12.78","11.40","","6.51%"
"07/10/2025","11.37","11.60","11.97","11.21","","-7.41%"
"07/09/2025","12.28","12.40","13.41","11.91","","-11.14%"
"07/08/2025","13.82","14.29","14.62","13.69","","-12.42%"
"07/07/2025","15.78","14.48","16.70","14.41","","11.60%"
"07/03/2025","14.14","12.87","14.32","12.80","","-1.26%"
"07/02/2025","14.32","15.18","15.43","14.09","","-3.83%"
"07/01/2025","14.89","15.21","15.57","14.38","","2.83%"
"06/30/2025","14.48","14.48","15.55","14.11","","-4.30%"
"06/27/2025","15.13","15.25","16.79","14.94","","-9.18%"
"06/26/2025","16.66","16.98","17.10","16.07","","-9.65%"
"06/25/2025","18.44","20.07","20.47","18.20","","-12.85%"
"06/24/2025","21.16","22.21","22.87","20.64","","-16.26%"
"06/23/2025","25.27","25.76","31.40","24.90","","-9.33%"
"06/20/2025","27.87","24.62","29.74","24.50","","-0.04%"
"06/18/2025","27.88","29.61","30.58","26.95","","-9.54%"
"06/17/2025","30.82","25.33","30.82","25.16","","26.99%"
"06/16/2025","24.27","23.82","25.27","23.55","","-11.71%"
"06/13/2025","27.49","25.69","29.51","24.53","","19.21%"
"06/12/2025","23.06","22.91","23.71","21.52","","5.49%"
"06/11/2025","21.86","20.61","23.62","20.23","","0.37%"
"06/10/2025","21.78","21.85","22.87","21.15","","0.60%"
"06/09/2025","21.65","21.29","21.66","20.59","","8.90%"
"06/06/2025","19.88","19.48","22.19","19.44","","-7.71%"
"06/05/2025","21.54","21.18","23.04","20.53","","-2.97%"
"06/04/2025","22.20","21.69","23.01","21.62","","-1.99%"
"06/03/2025","22.65","23.64","24.68","22.32","","-4.67%"
"06/02/2025","23.76","23.30","26.00","23.25","","3.80%"
"05/30/2025","22.89","23.64","25.82","22.65","","0.70%"
"05/29/2025","22.73","21.15","24.61","20.32","","11.48%"
"05/28/2025","20.39","18.86","20.87","18.86","","11.18%"
"05/27/2025","18.34","21.40","22.66","18.28","","-31.08%"
"05/23/2025","26.61","28.70","28.75","24.18","","18.16%"
"05/22/2025","22.52","23.64","24.45","21.21","","-6.44%"
"05/21/2025","24.07","21.22","24.13","19.26","","22.00%"
"05/20/2025","19.73","18.79","20.35","18.48","","-0.65%"
"05/19/2025","19.86","20.75","21.03","19.16","","19.06%"
"05/16/2025","16.68","16.23","17.79","15.80","","-1.48%"
"05/15/2025","16.93","18.39","19.72","16.58","","-6.26%"
"05/14/2025","18.06","18.48","19.23","16.95","","-4.80%"
"05/13/2025","18.97","20.47","20.48","18.01","","-14.63%"
"05/12/2025","22.22","24.53","25.73","21.37","","-26.11%"
"05/09/2025","30.07","28.91","31.53","28.67","","1.25%"
"05/08/2025","29.70","30.08","32.59","28.95","","-6.34%"
"05/07/2025","31.71","35.90","37.35","30.60","","-8.72%"
"05/06/2025","34.74","34.29","35.24","33.22","","10.57%"
"05/05/2025","31.42","31.89","32.27","29.50","","5.15%"
"05/02/2025","29.88","30.44","31.81","29.14","","-7.86%"
"05/01/2025","32.43","31.00","32.97","29.27","","8.35%"
"04/30/2025","29.93","33.90","37.74","28.93","","0.47%"
"04/29/2025","29.79","31.95","32.43","28.99","","-3.50%"
"04/28/2025","30.87","29.69","33.19","29.59","","-1.03%"
"04/25/2025","31.19","34.24","36.32","30.54","","-4.82%"
"04/24/2025","32.77","35.72","36.93","32.41","","-11.96%"
"04/23/2025","37.22","37.24","40.71","35.80","","-7.07%"
"04/22/2025","40.05","39.73","42.92","38.98","","-7.95%"
"04/21/2025","43.51","39.94","44.95","39.62","","18.88%"
"04/17/2025","36.60","37.16","40.65","36.60","","-11.21%"
"04/16/2025","41.22","39.70","43.23","36.17","","13.15%"
"04/15/2025","36.43","33.88","37.38","33.37","","4.99%"
"04/14/2025","34.70","36.46","40.14","32.65","","-18.41%"
"04/11/2025","42.53","46.70","51.02","40.51","","0.64%"
"04/10/2025","42.26","38.14","55.35","36.38","","17.00%"
"04/09/2025","36.12","55.40","55.77","17.65","","-27.62%"
"04/08/2025","49.90","40.06","54.78","35.85","","10.35%"
"04/07/2025","45.22","50.29","526.02","24.44","","-1.33%"
"04/04/2025","45.83","41.48","47.14","31.31","","40.37%"
"04/03/2025","32.65","29.97","32.65","27.14","","67.44%"
"04/02/2025","19.50","26.71","26.71","0.64","","-17.48%"
"04/01/2025","23.63","24.80","26.83","23.43","","-2.88%"
"03/31/2025","24.33","27.95","28.39","23.45","","-10.39%"
"03/28/2025","27.15","22.62","27.92","22.62","","19.87%"
"03/27/2025","22.65","23.09","24.52","21.82","","-2.33%"
"03/26/2025","23.19","21.63","25.21","20.92","","6.87%"
"03/25/2025","21.70","21.99","23.66","21.32","","-3.94%"
"03/24/2025","22.59","25.16","25.46","22.27","","-17.04%"
"03/21/2025","27.23","28.76","29.35","26.76","","1.76%"
"03/20/2025","26.76","29.05","29.07","26.29","","-2.37%"
"03/19/2025","27.41","29.40","30.46","26.29","","-8.85%"
"03/18/2025","30.07","28.84","34.24","28.61","","8.28%"
"03/17/2025","27.77","29.46","29.66","27.26","","-8.89%"
"03/14/2025","30.48","32.45","167.21","24.76","","-5.63%"
"03/13/2025","32.30","32.61","35.55","30.94","","-4.01%"
"03/12/2025","33.65","33.40","35.76","31.86","","-5.66%"
"03/11/2025","35.67","34.36","41.22","33.23","","8.95%"
"03/10/2025","32.74","34.22","35.99","30.42","","8.73%"
"03/07/2025","30.11","32.31","35.38","29.03","","-4.47%"
"03/06/2025","31.52","29.84","33.67","28.29","","15.80%"
"03/05/2025","27.22","28.14","30.43","25.52","","3.26%"
"03/04/2025","26.36","27.44","30.84","23.99","","2.97%"
"03/03/2025","25.60","20.27","28.26","19.59","","23.49%"
"02/28/2025","20.73","23.34","26.30","19.15","","-12.09%"
"02/27/2025","23.58","18.09","24.34","17.97","","40.36%"
"02/26/2025","16.80","15.53","18.14","13.95","","10.96%"
"02/25/2025","15.14","15.79","19.53","14.73","","1.34%"
"02/24/2025","14.94","13.79","17.13","12.97","","8.97%"
"02/21/2025","13.71","9.14","14.46","9.04","","47.58%"
"02/20/2025","9.29","8.86","11.09","8.63","","5.81%"
"02/19/2025","8.78","9.52","9.71","8.18","","2.93%"
"02/18/2025","8.53","9.30","9.79","8.53","","10.78%"
"02/14/2025","7.70","8.15","8.66","7.24","","-7.89%"
"02/13/2025","8.36","11.05","11.76","8.24","","-26.99%"
"02/12/2025","11.45","12.98","13.51","11.23","","4.85%"
"02/11/2025","10.92","11.39","11.79","10.55","","1.39%"
"02/10/2025","10.77","10.79","12.02","10.56","","-3.32%"
"02/07/2025","11.14","8.81","17.23","8.73","","17.02%"
"02/06/2025","9.52","9.05","10.66","8.87","","1.93%"
"02/05/2025","9.34","11.11","12.81","9.34","","-16.38%"
"02/04/2025","11.17","11.43","11.49","10.31","","-8.37%"
"02/03/2025","12.19","12.17","19.71","7.21","","46.16%"
"01/31/2025","8.34","6.24","9.43","5.85","","28.90%"
"01/30/2025","6.47","7.13","8.09","5.39","","0.31%"
"01/29/2025","6.45","8.31","9.10","6.19","","-19.07%"
"01/28/2025","7.97","9.41","11.02","7.46","","-9.64%"
"01/27/2025","8.82","11.99","11.99","7.79","","15.45%"
"01/24/2025","7.64","7.45","7.93","7.20","","-3.66%"
"01/23/2025","7.93","7.91","8.24","7.60","","-3.17%"
"01/22/2025","8.19","9.58","9.58","7.91","","-9.10%"
"01/21/2025","9.01","11.03","11.41","8.79","","-20.55%"
"01/17/2025","11.34","11.14","11.86","10.83","","-8.18%"
"01/16/2025","12.35","12.12","12.49","11.28","","2.66%"
"01/15/2025","12.03","13.54","14.28","11.90","","-28.22%"
"01/14/2025","16.76","16.30","18.67","15.43","","1.09%"
"01/13/2025","16.58","18.69","19.01","16.37","","-1.66%"
"01/10/2025","16.86","16.06","17.65","14.85","","19.15%"
"01/08/2025","14.15","15.25","17.02","13.46","","6.15%"
"01/07/2025","13.33","8.51","15.18","8.44","","50.62%"
"01/06/2025","8.85","10.33","10.33","8.56","","-22.91%"
"01/03/2025","11.48","13.60","13.87","11.08","","-23.82%"
"01/02/2025","15.07","13.21","17.51","12.83","","6.13%"
"12/31/2024","14.20","13.16","16.07","13.08","","-2.47%"
"12/30/2024","14.56","14.74","16.21","12.59","","22.97%"
"12/27/2024","11.84","11.15","15.44","11.06","","25.82%"
"12/26/2024","9.41","10.40","11.58","8.62","","-9.52%"
"12/24/2024","10.40","15.22","15.30","9.96","","-33.03%"
"12/23/2024","15.53","17.20","21.52","15.33","","-19.28%"
"12/20/2024","19.24","23.23","24.20","15.49","","-17.50%"
"12/19/2024","23.32","18.79","24.10","18.04","","-16.18%"
"12/18/2024","27.82","9.89","30.14","5.49","","185.63%"
"12/17/2024","9.74","9.59","9.94","8.46","","15.13%"
"12/16/2024","8.46","8.83","8.83","7.74","","3.55%"
"12/13/2024","8.17","7.76","9.38","7.49","","-10.81%"
"12/12/2024","9.16","7.90","9.16","7.61","","11.17%"
"12/11/2024","8.24","8.90","9.04","8.06","","-17.10%"
"12/10/2024","9.94","10.19","10.81","9.39","","-1.29%"
"12/09/2024","10.07","10.22","10.22","8.33","","21.77%"
"12/06/2024","8.27","8.75","9.52","8.12","","-19.32%"
"12/05/2024","10.25","10.32","10.69","9.57","","-5.00%"
"12/04/2024","10.79","10.84","11.68","10.51","","-2.35%"
"12/03/2024","11.05","11.44","12.20","10.63","","2.98%"
"12/02/2024","10.73","12.23","12.43","10.73","","-4.62%"
"11/29/2024","11.25","12.12","12.42","10.89","","-15.48%"
"11/27/2024","13.31","12.96","15.03","12.63","","7.60%"
"11/26/2024","12.37","12.21","12.74","11.84","","1.89%"
"11/25/2024","12.14","14.54","15.06","11.92","","-7.40%"
"11/22/2024","13.11","15.43","16.14","12.96","","-20.11%"
"11/21/2024","16.41","14.97","19.04","14.18","","17.13%"
"11/20/2024","14.01","13.63","17.17","13.43","","4.01%"
"11/19/2024","13.47","14.76","15.27","12.50","","11.14%"
"11/18/2024","12.12","13.90","14.15","11.03","","14.99%"
"11/15/2024","10.54","9.70","13.33","9.31","","15.82%"
"11/14/2024","9.10","8.48","9.29","7.84","","3.06%"
"11/13/2024","8.83","9.77","10.12","8.48","","-11.35%"
"11/12/2024","9.96","11.50","11.64","9.78","","-8.20%"
"11/11/2024","10.85","14.69","14.69","10.74","","-6.79%"
"11/08/2024","11.64","11.64","12.49","11.44","","-8.78%"
"11/07/2024","12.76","12.57","13.97","12.24","","-7.13%"
"11/06/2024","13.74","12.18","16.71","12.12","","-37.06%"
"11/05/2024","21.83","25.18","25.18","21.83","","-13.92%"
"11/04/2024","25.36","31.39","31.39","24.71","","1.24%"
"11/01/2024","25.05","22.28","25.91","21.84","","12.94%"
"10/31/2024","22.18","21.41","23.84","20.02","","33.86%"
"10/30/2024","16.57","15.80","16.72","14.99","","19.81%"
