"Date","Price","Open","High","Low","Vol.","Change %"
"03/27/2023","31.07","31.49","34.18","30.80","","-12.16%"
"03/24/2023","35.37","39.30","42.01","35.15","","-13.37%"
"03/23/2023","40.83","36.95","46.24","36.27","","-5.38%"
"03/22/2023","43.15","40.44","43.81","37.59","","9.27%"
"03/21/2023","39.49","40.12","43.15","39.32","","-9.63%"
"03/20/2023","43.70","45.50","46.80","42.54","","-3.89%"
"03/17/2023","45.47","40.99","47.05","39.55","","12.30%"
"03/16/2023","40.49","47.33","48.97","40.49","","-11.73%"
"03/15/2023","45.87","52.47","54.50","43.90","","-0.76%"
"03/14/2023","46.22","42.96","49.55","41.97","","-9.37%"
"03/13/2023","51.00","61.48","61.92","47.57","","11.48%"
"03/10/2023","45.75","44.34","53.13","42.07","","1.24%"
"03/09/2023","45.19","38.14","47.80","37.20","","12.89%"
"03/08/2023","40.03","41.69","43.77","39.28","","-3.64%"
"03/07/2023","41.54","39.05","42.04","37.50","","10.01%"
"03/06/2023","37.76","38.01","38.95","37.03","","0.67%"
"03/03/2023","37.51","39.26","40.19","37.51","","-7.50%"
"03/02/2023","40.55","43.65","44.01","40.38","","-3.38%"
"03/01/2023","41.97","41.51","43.38","35.99","","0.10%"
"02/28/2023","41.93","41.45","42.32","39.38","","4.28%"
"02/27/2023","40.21","40.41","42.55","39.51","","-4.85%"
"02/24/2023","42.26","43.28","45.05","41.52","","4.04%"
"02/23/2023","40.62","39.68","43.56","39.12","","-5.12%"
"02/22/2023","42.81","44.33","45.72","42.23","","-1.04%"
"02/21/2023","43.26","43.82","45.32","41.36","","24.49%"
"02/17/2023","34.75","35.94","36.63","33.46","","1.40%"
"02/16/2023","34.27","32.67","34.94","30.39","","11.85%"
"02/15/2023","30.64","31.93","32.49","30.08","","-3.95%"
"02/14/2023","31.90","33.18","35.33","30.66","","-6.31%"
"02/13/2023","34.05","37.13","37.28","34.05","","0.89%"
"02/10/2023","33.75","33.97","35.44","32.86","","1.66%"
"02/09/2023","33.20","29.82","34.26","29.33","","5.70%"
"02/08/2023","31.41","31.28","33.49","29.30","","5.02%"
"02/07/2023","29.91","32.25","32.66","28.52","","-4.26%"
"02/06/2023","31.24","29.32","31.72","28.69","","12.01%"
"02/03/2023","27.89","27.83","30.00","26.36","","14.73%"
"02/02/2023","24.31","25.38","25.67","22.07","","-7.14%"
"02/01/2023","26.18","30.02","31.30","26.09","","-9.88%"
"01/31/2023","29.05","30.72","31.18","28.03","","-2.06%"
"01/30/2023","29.66","29.40","31.23","28.52","","8.21%"
"01/27/2023","27.41","29.47","29.65","26.23","","-8.85%"
"01/26/2023","30.07","29.71","31.90","29.56","","2.87%"
"01/25/2023","29.23","32.79","34.13","28.71","","3.87%"
"01/24/2023","28.14","30.22","31.87","27.48","","-5.12%"
"01/23/2023","29.66","30.08","31.46","29.01","","-5.03%"
"01/20/2023","31.23","31.15","31.68","29.31","","1.93%"
"01/19/2023","30.64","33.47","33.81","29.91","","-2.51%"
"01/18/2023","31.43","27.85","32.49","27.57","","11.02%"
"01/17/2023","28.31","30.06","30.08","27.95","","13.74%"
"01/13/2023","24.89","25.42","25.42","23.41","","-1.62%"
"01/12/2023","25.30","28.11","29.16","25.30","","-20.04%"
"01/11/2023","31.64","31.55","32.14","30.71","","0.76%"
"01/10/2023","31.40","35.51","35.54","31.14","","-8.93%"
"01/09/2023","34.48","33.93","34.68","33.17","","6.19%"
"01/06/2023","32.47","32.76","33.64","31.70","","-7.10%"
"01/05/2023","34.95","35.36","36.40","34.51","","0.95%"
"01/04/2023","34.62","37.37","37.55","34.30","","-5.18%"
"01/03/2023","36.51","37.19","37.85","35.22","","4.46%"
"12/30/2022","34.95","37.00","37.51","34.14","","-4.40%"
"12/29/2022","36.56","37.10","37.69","36.17","","-5.87%"
"12/28/2022","38.84","39.31","40.09","36.74","","1.60%"
"12/27/2022","38.23","39.94","40.83","37.99","","-3.17%"
"12/23/2022","39.48","40.20","42.87","39.06","","-6.40%"
"12/22/2022","42.18","42.08","46.63","41.15","","-1.22%"
"12/21/2022","42.70","42.74","44.84","41.95","","-2.44%"
"12/20/2022","43.77","46.40","46.42","43.30","","-3.29%"
"12/19/2022","45.26","45.00","45.71","42.07","","-0.04%"
"12/16/2022","45.28","44.91","45.65","42.25","","1.66%"
"12/15/2022","44.54","43.90","46.33","42.89","","3.51%"
"12/14/2022","43.03","46.43","48.67","42.26","","-8.41%"
"12/13/2022","46.98","43.97","52.10","43.63","","0.47%"
"12/12/2022","46.76","43.58","47.62","42.81","","7.79%"
"12/09/2022","43.38","43.17","43.83","41.36","","-0.50%"
"12/08/2022","43.60","44.26","46.67","42.65","","-4.36%"
"12/07/2022","45.59","45.94","47.38","44.82","","4.56%"
"12/06/2022","43.60","40.15","44.72","31.74","","6.89%"
"12/05/2022","40.79","39.73","41.99","38.18","","4.03%"
"12/02/2022","39.21","41.31","41.56","37.93","","-5.93%"
"12/01/2022","41.68","44.67","44.98","41.66","","-7.77%"
"11/30/2022","45.19","45.13","47.71","38.78","","3.50%"
"11/29/2022","43.66","43.68","45.23","43.19","","0.65%"
"11/28/2022","43.38","42.18","44.65","40.88","","7.80%"
"11/25/2022","40.24","41.61","42.53","39.78","","-5.07%"
"11/23/2022","42.39","45.81","46.30","42.13","","-5.90%"
"11/22/2022","45.05","45.19","45.94","43.72","","0.78%"
"11/21/2022","44.70","47.39","47.39","44.53","","-5.89%"
"11/18/2022","47.50","46.38","48.19","45.47","","-1.49%"
"11/17/2022","48.22","48.63","50.18","47.46","","2.92%"
"11/16/2022","46.85","48.01","48.34","45.98","","-3.14%"
"11/15/2022","48.37","46.50","50.79","46.18","","5.22%"
"11/14/2022","45.97","47.11","47.29","44.09","","16.85%"
"11/11/2022","39.34","44.05","44.78","38.94","","-14.79%"
"11/10/2022","46.17","42.32","46.52","42.32","","-8.17%"
"11/09/2022","50.28","51.68","52.85","49.63","","-2.50%"
"11/08/2022","51.57","48.84","52.95","47.74","","7.30%"
"11/07/2022","48.06","50.13","50.51","47.40","","-3.05%"
"11/04/2022","49.57","50.26","52.60","48.95","","-5.35%"
"11/03/2022","52.37","56.45","56.76","51.47","","-3.75%"
"11/02/2022","54.41","56.99","64.77","53.60","","-1.61%"
"11/01/2022","55.30","55.28","57.46","54.65","","2.71%"
"10/31/2022","53.84","56.45","57.03","53.46","","-2.94%"
"10/28/2022","55.47","51.85","57.03","51.85","","15.30%"
"10/27/2022","48.11","51.05","52.02","46.47","","-4.86%"
"10/26/2022","50.57","52.62","53.75","50.19","","-0.37%"
"10/25/2022","50.76","52.84","54.46","50.02","","-2.93%"
"10/24/2022","52.29","54.03","114.94","51.71","","3.50%"
"10/21/2022","50.52","48.50","52.51","46.78","","3.93%"
"10/20/2022","48.61","49.47","51.48","48.06","","0.64%"
"10/19/2022","48.30","50.44","50.84","48.09","","1.13%"
"10/18/2022","47.76","49.23","52.06","47.21","","-2.77%"
"10/17/2022","49.12","45.78","49.12","45.78","","4.85%"
"10/14/2022","46.85","47.42","51.20","46.53","","-3.32%"
"10/13/2022","48.46","46.24","50.57","45.93","","-1.16%"
"10/12/2022","49.03","51.54","52.22","48.85","","-1.70%"
"10/11/2022","49.88","50.37","53.08","48.80","","6.38%"
"10/10/2022","46.89","46.92","49.57","46.38","","5.09%"
"10/07/2022","44.62","44.23","46.93","44.00","","-3.40%"
"10/06/2022","46.19","44.33","46.55","43.91","","3.98%"
"10/05/2022","44.42","47.11","48.14","44.42","","-4.92%"
"10/04/2022","46.72","43.55","46.92","43.55","","2.75%"
"10/03/2022","45.47","43.17","46.64","42.90","","5.87%"
"09/30/2022","42.95","44.63","46.61","41.54","","-5.04%"
"09/29/2022","45.23","47.29","48.92","44.76","","-1.33%"
"09/28/2022","45.84","49.30","51.11","45.78","","-8.14%"
"09/27/2022","49.90","48.83","57.46","47.53","","-2.00%"
"09/26/2022","50.92","50.44","51.98","46.33","","1.94%"
"09/23/2022","49.95","50.83","54.10","48.75","","-3.76%"
"09/22/2022","51.90","52.59","55.32","50.67","","-3.78%"
"09/21/2022","53.94","52.90","58.66","49.15","","2.80%"
"09/20/2022","52.47","52.98","53.95","50.49","","7.65%"
"09/19/2022","48.74","51.72","51.84","43.36","","-2.56%"
"09/16/2022","50.02","51.99","55.37","49.24","","-2.48%"
"09/15/2022","51.29","51.85","52.90","49.71","","-0.58%"
"09/14/2022","51.59","51.91","54.73","51.43","","0.53%"
"09/13/2022","51.32","49.02","55.30","47.97","","3.16%"
"09/12/2022","49.75","47.12","50.85","46.95","","7.71%"
"09/09/2022","46.19","42.99","47.20","42.99","","-0.41%"
"09/08/2022","46.38","50.04","50.28","45.91","","-3.82%"
"09/07/2022","48.22","50.51","51.45","47.15","","-4.76%"
"09/06/2022","50.63","45.83","52.04","45.60","","8.07%"
"09/02/2022","46.85","42.50","49.32","42.08","","-4.85%"
"09/01/2022","49.24","51.44","53.37","47.61","","-2.15%"
"08/31/2022","50.32","50.33","51.76","49.00","","-1.39%"
"08/30/2022","51.03","50.19","54.04","49.94","","0.06%"
"08/29/2022","51.00","51.20","51.97","49.04","","3.83%"
"08/26/2022","49.12","44.37","51.14","43.50","","5.59%"
"08/25/2022","46.52","48.04","48.43","46.01","","-0.19%"
"08/24/2022","46.61","47.82","48.49","45.63","","-5.09%"
"08/23/2022","49.11","47.43","49.54","46.26","","5.18%"
"08/22/2022","46.69","46.97","49.38","45.66","","15.80%"
"08/19/2022","40.32","39.60","42.63","39.07","","-1.56%"
"08/18/2022","40.96","41.21","42.45","39.97","","0.42%"
"08/17/2022","40.79","40.91","42.86","39.15","","1.77%"
"08/16/2022","40.08","39.58","41.37","38.93","","3.78%"
"08/15/2022","38.62","38.85","38.89","36.30","","7.22%"
"08/12/2022","36.02","35.25","36.78","34.27","","-5.34%"
"08/11/2022","38.05","38.98","40.44","37.48","","0.45%"
"08/10/2022","37.88","38.22","40.74","36.76","","-5.42%"
"08/09/2022","40.05","40.79","41.96","39.24","","4.05%"
"08/08/2022","38.49","39.11","40.35","37.14","","-3.05%"
"08/05/2022","39.70","40.57","41.32","38.09","","1.53%"
"08/04/2022","39.10","42.96","43.51","39.10","","-6.55%"
"08/03/2022","41.84","43.49","44.12","40.69","","-7.29%"
"08/02/2022","45.13","44.57","47.55","41.24","","7.81%"
"08/01/2022","41.86","42.33","43.87","40.50","","5.97%"
"07/29/2022","39.50","39.22","41.15","39.22","","2.95%"
"07/28/2022","38.37","38.48","40.82","37.54","","-3.37%"
"07/27/2022","39.71","38.44","40.66","38.03","","14.93%"
"07/26/2022","34.55","34.74","37.30","34.04","","5.95%"
"07/25/2022","32.61","33.82","35.31","31.94","","0.90%"
"07/22/2022","32.32","32.09","33.37","30.71","","-7.58%"
"07/21/2022","34.97","38.00","39.34","34.23","","-7.27%"
"07/20/2022","37.71","38.39","38.90","36.14","","0.83%"
"07/19/2022","37.40","35.88","38.39","35.73","","0.48%"
"07/18/2022","37.22","36.34","39.09","35.12","","3.79%"
"07/15/2022","35.86","35.99","38.36","35.22","","-10.53%"
"07/14/2022","40.08","42.49","43.85","39.43","","-1.60%"
"07/13/2022","40.73","43.57","44.07","39.14","","0.05%"
"07/12/2022","40.71","41.50","42.35","39.22","","2.96%"
"07/11/2022","39.54","40.51","40.93","38.99","","6.18%"
"07/08/2022","37.24","38.82","39.81","36.63","","-10.11%"
"07/07/2022","41.43","40.14","41.62","39.66","","1.17%"
"07/06/2022","40.95","41.93","43.13","40.66","","-2.20%"
"07/05/2022","41.87","43.83","45.06","41.07","","3.20%"
"07/01/2022","40.57","41.18","42.85","38.71","","-6.56%"
"06/30/2022","43.42","46.02","47.65","42.76","","-3.06%"
"06/29/2022","44.79","45.61","47.22","43.78","","0.38%"
"06/28/2022","44.62","42.72","45.66","42.36","","6.75%"
"06/27/2022","41.80","44.86","45.63","41.60","","-10.53%"
"06/24/2022","46.72","47.91","49.10","45.23","","-8.73%"
"06/23/2022","51.19","51.97","53.39","50.71","","0.49%"
"06/22/2022","50.94","54.75","56.01","50.78","","-7.25%"
"06/21/2022","54.92","46.86","57.50","46.86","","5.76%"
"06/17/2022","51.93","51.46","54.36","49.10","","-0.13%"
"06/16/2022","52.00","58.01","58.95","51.97","","-6.53%"
"06/15/2022","55.63","54.72","56.28","45.80","","1.20%"
"06/14/2022","54.97","54.14","56.56","52.75","","1.07%"
"06/13/2022","54.39","57.86","57.86","52.07","","9.68%"
"06/10/2022","49.59","49.68","52.62","49.01","","-2.05%"
"06/09/2022","50.63","48.94","51.39","46.95","","6.88%"
"06/08/2022","47.37","48.43","49.81","46.92","","1.15%"
"06/07/2022","46.83","47.32","48.54","45.97","","2.99%"
"06/06/2022","45.47","43.34","46.52","42.94","","4.72%"
"06/03/2022","43.42","46.59","47.20","43.42","","-6.96%"
"06/02/2022","46.67","47.56","48.86","44.63","","-1.64%"
"06/01/2022","47.45","48.10","51.57","47.03","","-2.65%"
"05/31/2022","48.74","53.51","53.55","48.35","","-2.99%"
"05/27/2022","50.24","49.06","51.22","48.36","","-3.57%"
"05/26/2022","52.10","51.09","53.55","50.99","","3.01%"
"05/25/2022","50.58","51.53","53.01","49.95","","2.12%"
"05/24/2022","49.53","50.23","52.12","48.70","","-1.35%"
"05/23/2022","50.21","47.49","50.84","47.28","","3.74%"
"05/20/2022","48.40","47.31","50.64","46.51","","0.29%"
"05/19/2022","48.26","50.38","51.92","47.69","","-3.03%"
"05/18/2022","49.77","51.30","52.50","48.37","","0.89%"
"05/17/2022","49.33","45.01","49.87","45.01","","8.44%"
"05/16/2022","45.49","45.75","47.40","44.81","","-1.98%"
"05/13/2022","46.41","44.40","49.08","44.20","","-3.99%"
"05/12/2022","48.34","51.30","53.04","47.80","","-2.26%"
"05/11/2022","49.46","52.05","55.28","48.65","","-6.24%"
"05/10/2022","52.75","49.68","55.04","49.68","","1.93%"
"05/09/2022","51.75","52.32","53.30","48.70","","6.86%"
"05/06/2022","48.43","50.24","56.07","47.45","","-5.17%"
"05/05/2022","51.07","46.16","55.22","45.68","","11.68%"
"05/04/2022","45.73","49.13","50.35","43.70","","-4.89%"
"05/03/2022","48.08","50.12","52.11","47.29","","-8.65%"
"05/02/2022","52.63","51.31","57.34","50.58","","4.32%"
"04/29/2022","50.45","46.84","54.29","45.10","","9.39%"
"04/28/2022","46.12","43.68","48.71","41.56","","5.61%"
"04/27/2022","43.67","43.62","46.48","41.13","","1.75%"
"04/26/2022","42.92","36.45","43.70","36.45","","21.69%"
"04/25/2022","35.27","39.84","41.96","34.18","","-7.26%"
"04/22/2022","38.03","30.69","38.16","29.82","","26.94%"
"04/21/2022","29.96","24.47","31.25","24.42","","20.56%"
"04/20/2022","24.85","28.03","28.20","24.62","","-21.26%"
"04/19/2022","31.56","33.24","33.70","27.91","","-0.06%"
"04/18/2022","31.58","36.48","36.48","30.68","","-3.66%"
"04/14/2022","32.78","27.40","32.81","26.75","","10.00%"
"04/13/2022","29.80","33.68","34.55","28.40","","-11.83%"
"04/12/2022","33.80","30.00","35.32","28.98","","5.23%"
"04/11/2022","32.12","27.95","32.51","27.62","","29.78%"
"04/08/2022","24.75","26.05","27.16","22.77","","-6.81%"
"04/07/2022","26.56","28.02","31.41","25.34","","-5.88%"
"04/06/2022","28.22","32.76","35.08","27.88","","3.07%"
"04/05/2022","27.38","23.39","29.16","21.84","","28.54%"
"04/04/2022","21.30","24.60","24.99","20.78","","-8.70%"
"04/01/2022","23.33","25.43","27.05","22.56","","-16.56%"
"03/31/2022","27.96","26.69","32.11","25.41","","9.73%"
